,0,neg,neu,pos,compound
296,['Commentary Its only a pause for breath in USChina trade tensions  '],0.213,0.787,0.0,-0.4019
297,['Trump nominates former Ford executive to be new US energy secretary  '],0.0,0.84,0.16,0.2732
298,['Chadwick feels F1 is further away the closer she gets  '],0.0,1.0,0.0,0.0
299,['Vietnam to repatriate 39 nationals found dead in UK truck  '],0.301,0.699,0.0,-0.6486
300,['Magnitude 58 quake hits northwestern Iran  '],0.0,1.0,0.0,0.0
301,['Sikhs await opening of corridor to sacred shrine in Pakistan  '],0.0,0.877,0.123,0.1027
302,['How the SEC is making life easier for corporate America  '],0.0,0.781,0.219,0.4215
303,['US Justice Department issues civil subpoenas to automakers in California emissions deal probe '],0.0,0.793,0.207,0.5267
304,['Feeling lazy guys Here are 6 grooming hacks that require very little effort  '],0.172,0.828,0.0,-0.3612
305,['Melbourne has a new 5star hotel and its close to Monash University  '],0.0,1.0,0.0,0.0
306,['Stoke set to appoint ONeill as manager  report  '],0.0,1.0,0.0,0.0
307,['Commentary Qantas found cracks in Boeing 737 planes and its a headache  '],0.0,1.0,0.0,0.0
308,['Commentary Heres whats wrong with a homework curfew  '],0.307,0.693,0.0,-0.4767
309,['Man Utd Sevilla and Celtic into Europa League last32  '],0.0,1.0,0.0,0.0
310,['Football Man Utd ease into last 32 Celtic down Lazio to progress in Europa League  '],0.0,0.725,0.275,0.6486
311,['North Korean defector says Kim doesnt deserve Trumps compliments  '],0.392,0.608,0.0,-0.6319
312,['Disney tops earnings estimates ahead of streaming launch  '],0.0,0.708,0.292,0.5106
313,['US laboratory identifies rare new HIV strain  '],0.146,0.854,0.0,-0.0516
314,['Cardinal Health Inc wins US225 billion US defense contract Pentagon  '],0.0,0.634,0.366,0.6369
315,['US may soon issue guidance to enforce foreign investment oversight  '],0.0,1.0,0.0,0.0
316,['Commentary Indias RCEP exit is a setback but not a disaster  '],0.0,0.67,0.33,0.6642
317,['South Africans Pollard De Jager sidelined by World Cup injuries  '],0.0,1.0,0.0,0.0
318,['HSBC warned by British regulator over weak fraud and staff controls  '],0.494,0.506,0.0,-0.8316
319,['Fagron to pay US225 million to settle US allegations over inflated prices  '],0.104,0.896,0.0,-0.1027
320,['Beyond Meat eyes production in Asia before the end of 2020  '],0.0,1.0,0.0,0.0
321,['Airbus extends lead over Boeing with 415 jet sales in October  '],0.0,0.88,0.12,0.128
322,['EUs Vestager says Googles antitrust proposal not helping shopping rivals  '],0.159,0.841,0.0,-0.2235
323,['Dropbox tops revenue profit estimates on higher subscriber additions  '],0.0,0.563,0.437,0.7351
324,['Trump administration moves closer to easing gun exports  '],0.211,0.614,0.175,-0.1027
325,['Dow SampP 500 hit record closes as investors digest trade news  '],0.0,1.0,0.0,0.0
326,['Gap CEO Peck to leave earnings forecast cut sends shares tumbling  '],0.228,0.621,0.152,-0.0258
327,['Chile president announces tougher public order laws  '],0.0,0.805,0.195,0.1779
328,['How the SEC is making life easier for corporate America  '],0.0,0.781,0.219,0.4215
329,['Dow SampP 500 end at records on USChina trade deal optimism  '],0.0,0.759,0.241,0.5423
330,['GoPro quarterly revenue beats on Hero camera demand shares rise  '],0.098,0.523,0.379,0.6486
331,['Disney gets boost from parks films ahead of streaming launch  '],0.0,0.787,0.213,0.4019
332,['Families hold first funerals for Mormon massacre victims  '],0.412,0.588,0.0,-0.5994
333,['Juul Labs to stop sales of mintflavored nicotine pods in US  '],0.167,0.833,0.0,-0.296
334,['Crisis pregnancy centers endanger adolescent health doctors say  '],0.0,1.0,0.0,0.0
335,['Celtic Sevilla and Basle qualify for Europa League last32  '],0.0,1.0,0.0,0.0
336,['Dropbox revenue beats on higher subscriber additions  '],0.0,1.0,0.0,0.0
337,['NY judge orders Trump to pay US2m over charitable foundation  '],0.107,0.687,0.206,0.3182
338,['Exclusive Rollback of China tariffs faces fierce opposition in White House  sources  '],0.0,1.0,0.0,0.0
339,['US official criticises countries opening their arms to Chinese 5G  '],0.187,0.813,0.0,-0.3182
340,['Celtic Sevilla qualify for last32 in Europa League  '],0.0,1.0,0.0,0.0
341,['GM sells shuttered Ohio plant to EV truck startup  '],0.0,1.0,0.0,0.0
342,['Pompeo lays flowers at German synagogue after farright shooting  '],0.0,1.0,0.0,0.0
343,['Exclusive Sears says it has secured a US250 million lifeline will close 96 stores  '],0.0,0.828,0.172,0.4019
344,['Juul Labs to stop sales of mintflavored nicotine pods in US  '],0.167,0.833,0.0,-0.296
345,['Juncker says Trump wont impose tariffs on European cars Sueddeutsche  '],0.0,0.841,0.159,0.2235
346,['Lonely heart patients more likely to die within year of leaving hospital  '],0.258,0.742,0.0,-0.6326
347,['Facebook says doctored UK election clip wouldnt break its ad rules  '],0.0,1.0,0.0,0.0
348,['Exclusive Trump administration moves closer to easing gun exports  '],0.194,0.645,0.161,-0.1027
349,['British 82yearold makes his million in the saddle  '],0.0,1.0,0.0,0.0
350,['US vapingrelated deaths climb to 39 illnesses to 2051  '],0.262,0.738,0.0,-0.4939
351,['Exclusive Trump administration rule changes to ease gun exports progress  '],0.153,0.51,0.338,0.4404
352,['SoftBankbacked Banco Inter launches app linking clients to stores  '],0.0,1.0,0.0,0.0
353,['US charges New York company with illegal Chinese equipment sales  '],0.388,0.612,0.0,-0.6908
354,['UN assembly condemns US embargo on Cuba for 28th time  '],0.248,0.752,0.0,-0.5106
355,['UPS liable for shipping contraband cigarettes in New York damages reduced court  '],0.195,0.805,0.0,-0.4404
356,['Roku tumbles 11per cent as Wall St gives thumbs down to latest report  '],0.0,1.0,0.0,0.0
357,['Athletics IAAF cuts 200m steeplechase from Diamond League core list  '],0.162,0.662,0.176,0.0516
358,['All Blacks Williams agrees to join Toronto Wolfpack  '],0.0,0.636,0.364,0.4588
359,['Norwich dont have millions to compete says Farke  '],0.0,1.0,0.0,0.0
360,['T Rowe Prices McPherson sees green light for value stocks  '],0.0,0.806,0.194,0.34
361,['WADA Presidentelect Banka vows to get tough on Russia  '],0.143,0.857,0.0,-0.128
362,['Exxons lawyer calls lawsuit a cruel joke as climate change fraud trial ends  '],0.459,0.435,0.106,-0.8074
363,['Doctors not talking enough about cancer genetic testing costs  '],0.328,0.672,0.0,-0.6597
364,['Exclusive KKR targets record US15 billion for new Asiafocused fund  sources  '],0.0,1.0,0.0,0.0
365,['French police clear hundreds of migrants from Paris camps  '],0.0,0.776,0.224,0.3818
366,['Exclusive Freddie Mac retains McKinsey amp Company to consult on capital management  '],0.0,1.0,0.0,0.0
367,['Motor racing W Series to make a profit in year three says founder  '],0.0,0.791,0.209,0.4404
368,['TMobile in talks with Sprint on merger does not rule out lower price  '],0.0,0.873,0.127,0.2235
369,['US laboratory identifies rare new HIV strain  '],0.146,0.854,0.0,-0.0516
370,['Football Bayern turn down Wenger for vacant managers post  '],0.0,1.0,0.0,0.0
371,['Vietnam to repatriate 39 nationals found dead in UK truck  '],0.301,0.699,0.0,-0.6486
372,['Wells Fargo taps Bill Daley former White House official head of public affairs  '],0.0,1.0,0.0,0.0
373,['European stock markets climb as trade optimism lingers  '],0.0,0.696,0.304,0.5423
374,['Food delivery riders have genuine concerns about new escooter rules Desmond Lee  '],0.0,1.0,0.0,0.0
375,['Cambodian opposition leaders blocked in Paris Kuala Lumpur  '],0.208,0.792,0.0,-0.2732
376,['During deep sleep the brain does housekeeping  '],0.0,1.0,0.0,0.0
377,['Venue worry delays Indias Davis Cup team selection versus Pakistan  '],0.225,0.775,0.0,-0.4404
378,['Evertons Gomes could return from ankle injury this season  Silva  '],0.219,0.781,0.0,-0.4215
379,['Tennis Cilic pulls out of Croatias Davis Cup squad due to injury  '],0.189,0.811,0.0,-0.4215
380,['Turkey arrests 17 on suspected Islamic State links  '],0.407,0.593,0.0,-0.5859
381,['Football West Ham must improve at set pieces says Pellegrini  '],0.0,0.775,0.225,0.4404
382,['Wall Street set to resume record run on trade deal optimism  '],0.0,0.759,0.241,0.5423
383,['After Googles Fitbit deal EU says worrying when firms targeted for their data  '],0.156,0.844,0.0,-0.34
384,['18 Singaporeans injured in bridge collapse at Batam resort Reports  '],0.396,0.604,0.0,-0.7096
385,['Rugby Scotland fined over World Cup typhoon comments  '],0.0,1.0,0.0,0.0
386,['Polish minister Banka confirmed as next WADA President  '],0.0,1.0,0.0,0.0
387,['Guardiola is the best manager in the world says Klopp  '],0.0,0.704,0.296,0.6369
388,['Football Saints Djenepo back from injury for Everton sixpointer says Hasenhuettl  '],0.203,0.797,0.0,-0.4215
389,['EUs Vestager says Apple Pay has prompted many concerns  '],0.135,0.865,0.0,-0.1027
390,['Lufthansa plans more cost cutting as cabin crew strike over pay  '],0.342,0.658,0.0,-0.3976
391,['Stung by WeWork SoftBank boss Son charts more cautious IPO course  '],0.133,0.867,0.0,-0.1761
392,['18 Singaporeans injured after wooden bridge collapses in Batam resort Reports  '],0.329,0.671,0.0,-0.5994
393,['Football Maddison gets England callup despite casino trip  '],0.0,1.0,0.0,0.0
394,['Eus Vestager says has received many concerns regarding Apple Pay  '],0.123,0.877,0.0,-0.1027
395,['OSL leaps on new Hong Kong rules with crypto exchange licence bid  '],0.0,1.0,0.0,0.0
396,['Better in a safe than sorry Amid unrest some Lebanese stash cash at home  '],0.08,0.741,0.179,0.3818
397,['British broadcasters join up for new BritBox streaming service  '],0.0,0.804,0.196,0.296
398,['As public hearings loom VP Pence aide meets with US House committees  '],0.137,0.863,0.0,-0.2263
399,['UK police formally identify 39 bodies found in truck victims confirmed to be Vietnamese  '],0.141,0.859,0.0,-0.3182
400,['Football Man City defender Mendy given France recall  '],0.0,0.851,0.149,0.1027
401,['Indian couple stoned to death for marrying outside caste  '],0.302,0.698,0.0,-0.5994
402,['Football Napolis crisis exposes problems behind the scenes  '],0.58,0.42,0.0,-0.8074
403,['Lyft asks Americans to ditch their cars for ridehailing vouchers  '],0.0,1.0,0.0,0.0
404,['USled coalition launches operation to protect Gulf waters  '],0.0,0.755,0.245,0.3818
405,['West Ham must improve at set pieces says Pellegrini  '],0.0,0.756,0.244,0.4404
406,['Policeman charged with murder after death of Dalian Atkinson  '],0.598,0.402,0.0,-0.886
407,['New Legoland theme park near Shanghai to be one of the worlds largest  '],0.0,1.0,0.0,0.0
408,['Holocaust survivor given police escort in Italy after threats  '],0.211,0.602,0.188,-0.0772
409,['Malaysia says US offer to host APEC not a good idea  '],0.194,0.806,0.0,-0.3412
410,['China to study regional approach to animal disease outbreaks  '],0.0,1.0,0.0,0.0
411,['Teva Pharm nudges up earnings forecast names new CFO  '],0.0,1.0,0.0,0.0
412,['Teens arrested in separate cases of payment fraud involving ridehailing firm taxi company  '],0.365,0.635,0.0,-0.7845
413,['Facing shorter holiday season US retailers rev up faster delivery early deals  '],0.0,0.816,0.184,0.4019
414,['Football African players not respected in Ballon dOr vote says Etoo  '],0.188,0.812,0.0,-0.3724
415,['Basketball Jazz ease past Sixers Harden scores 36 as Rockets rout Warriors  '],0.0,0.828,0.172,0.3612
416,['Mainland Chinese student jailed in Hong Kong protests  '],0.421,0.579,0.0,-0.6249
417,['Taj Catering licence suspended after 29 people fall ill with gastroenteritis  '],0.371,0.629,0.0,-0.7096
418,['RussiaChina fund seeks Chinese investors for Saudi Aramco IPO  '],0.0,1.0,0.0,0.0
419,['Scotland fined over World Cup typhoon comments  '],0.0,1.0,0.0,0.0
420,['Former England skipper Hartley announces his retirement  '],0.0,1.0,0.0,0.0
421,['Futures jump as China signals progress in trade talks  '],0.0,0.763,0.237,0.4215
422,['Rugby World Cup exit will mark me for rest of my life says Sexton  '],0.0,1.0,0.0,0.0
423,['Germany commits to NATO spending goal by 2031 for first time  '],0.0,0.909,0.091,0.0258
424,['USChina fentanyl case just the tip of the iceberg  '],0.0,1.0,0.0,0.0
425,['Lufthansa only interested in restructured Alitalia CEO  '],0.0,0.722,0.278,0.4019
426,['Erdogan says US not fulfilling Syria deal ahead of Trump talks  '],0.0,1.0,0.0,0.0
427,[' Liu resigns from China parliament advisory body state tv  '],0.187,0.813,0.0,-0.3182
428,['Johnson amp Johnson files for European approval of Ebola vaccine  '],0.0,0.763,0.237,0.4767
429,['China leaves bitcoin mining out of list of restricted activities  '],0.206,0.794,0.0,-0.3818
430,['Tennis Djokovic has world number one Nadal in his sights at London finale  '],0.0,0.909,0.091,0.0772
431,['Football Spurs goalkeeper Lloris undergoes surgery on dislocated elbow  '],0.0,1.0,0.0,0.0
432,['Death wish or compromise Pension row threatens German coalition  '],0.195,0.602,0.203,0.0258
433,['Frances Macron says NATO suffering brain death questions US commitment  '],0.398,0.455,0.148,-0.6597
434,['Football Mane jokes he would dive again to win Liverpool penalty  '],0.169,0.506,0.326,0.4215
435,['Old McDonalds Aussie mates show off burger bought in 1995  '],0.0,1.0,0.0,0.0
436,['Uber faces costly choices after expert finds it uses Waymo selfdriving tech  '],0.104,0.896,0.0,-0.1027
437,['Doors at residential units set on fire in 2 loan shark harassment cases 30yearold man arrested '],0.409,0.591,0.0,-0.8402
438,['Football Liverpool sense chance to leave City in their wake  '],0.098,0.738,0.164,0.2023
439,['French police clear migrant tent camps in northern Paris  '],0.0,0.776,0.224,0.3818
440,['Russian sports minister denies doping data was falsified  '],0.435,0.565,0.0,-0.6597
441,['Scores of Indian farmers arrested over polluting fires  '],0.279,0.721,0.0,-0.4767
442,['Tennis World number two Pliskova parts ways with coach Martinez  '],0.0,0.885,0.115,0.0772
443,['Hong Kong restaurant owner assisting police with investigation on Singapore event related to protests '],0.119,0.881,0.0,-0.2263
444,['Delayed US soybean cargo booked under waiver offloads worries linger  '],0.219,0.781,0.0,-0.4215
445,['Football Bayern interim coach Flick braces for stormy Bundesliga debut  '],0.0,1.0,0.0,0.0
446,['Dozens of endangered turtles disappear from Japan zoo  '],0.192,0.808,0.0,-0.2263
447,['China says it has agreed with US to cancel tariffs in phases  '],0.132,0.728,0.139,0.0258
448,['Toyota announces US18 billion share buyback after strong secondquarter  '],0.0,0.593,0.407,0.6705
449,['Malaysia sentences five men to jail caning and fines for gay sex  '],0.0,0.909,0.091,0.0516
450,['Indias IndiGo Qatar Airways sign codeshare agreement  '],0.0,0.686,0.314,0.4939
451,['Power struggle escalates at German railways  '],0.277,0.723,0.0,-0.3182
452,['Malaysia to impose cash transaction limit of RM25000 in 2020  '],0.18,0.82,0.0,-0.296
453,['Students swell Lebanon protest movement  '],0.286,0.714,0.0,-0.25
454,['Upskirter busted by victims boyfriend gets jail  '],0.247,0.753,0.0,-0.3182
455,['Philippines Duterte warms to idea of banning plastics  '],0.0,0.792,0.208,0.2732
456,['Chinese government bodies call for prohibition on vaping in public  '],0.0,1.0,0.0,0.0
457,['China slams British MP university report as fictitious  '],0.0,1.0,0.0,0.0
458,['Ford may consider making branded pickups in China if cities open more  '],0.0,1.0,0.0,0.0
459,['USChina trade deal hopes restart stocks rally  '],0.0,0.714,0.286,0.4215
460,['France sees 2 billion euro payoff as lottery IPO launched  '],0.0,0.857,0.143,0.128
461,['North Korea slams door on Japan PM Abe visit calls him a moron  '],0.211,0.789,0.0,-0.4939
462,['Golf Home favourite Day gets Presidents Cup nod to face Woodsled US  '],0.0,1.0,0.0,0.0
463,['Baghdadis wife revealed IS group secrets after capture  '],0.0,1.0,0.0,0.0
464,['Married man posed as woman to lure 8 teenage girls to have paid sex with him  '],0.0,1.0,0.0,0.0
465,['Chinas BioThera gets approval for Humira biosimilar  '],0.0,0.693,0.307,0.4767
466,['Bayern interim coach Flick braces for stormy Bundesliga debut  '],0.0,1.0,0.0,0.0
